pk	sk	product_id	product_name	product_category	price	upc	shipping_amount	product_description	manufacturer	model
1154126	HardGood#Audio#Headphones#Life N Soul - Bluetooth Designer Over-the-Ear Headphones - White	1154126	Life N Soul - Bluetooth Designer Over-the-Ear Headphones - White	HardGood#Audio#Headphones	99.99	851000000000	0	LIFE N SOUL Bluetooth Designer Over-the-Ear Headphones: Bluetooth technology; up to 30' wireless range; sound isolating; omnidirectional microphone; 6V lithium-polymer battery; foldable, adjustable headband	Life N Soul	BN350-W-SP
1154135	HardGood#Audio#Headphones#Life N Soul - Bluetooth Over-the-Ear Headphones - Pink/Black	1154135	Life N Soul - Bluetooth Over-the-Ear Headphones - Pink/Black	HardGood#Audio#Headphones	79.99	851000000000	0	LIFE N SOUL Bluetooth Over-the-Ear Headphones: Bluetooth 4.0 interface; up to 30' wireless range; sound isolation; on-ear controls; voice prompt	Life N Soul	BN301-PKB
1154162	HardGood#Audio#Headphones#Life N Soul - Bluetooth Sports Earbud Headphones - Orange	1154162	Life N Soul - Bluetooth Sports Earbud Headphones - Orange	HardGood#Audio#Headphones	49.99	851000000000	0	LIFE N SOUL Bluetooth Sports Earbud Headphones: Bluetooth 4.0 interface; up to 30' wireless range; noise-blocking ear pieces; sweatproof coating	Life N Soul	B106-O
1154204	HardGood#Audio#Headphones#Life N Soul - Earbud Headphones with Bluetooth Adapter - Black	1154204	Life N Soul - Earbud Headphones with Bluetooth Adapter - Black	HardGood#Audio#Headphones	69.99	851000000000	0	LIFE N SOUL Earbud Headphones with Bluetooth Adapter: Bluetooth 3.0 technology; noise canceling; included clip-on Bluetooth adapter; 3.7V lithium-polymer battery; thick 1.4' cord	Life N Soul	MT103
1154231	HardGood#Audio#Headphones#Life N Soul - Wireless Bluetooth Over-the-Ear Headphones - Blue/Red	1154231	Life N Soul - Wireless Bluetooth Over-the-Ear Headphones - Blue/Red	HardGood#Audio#Headphones	79.99	851000000000	0	LIFE N SOUL Wireless Bluetooth Over-the-Ear Headphones: Bluetooth 4.0 technology; up to 30' wireless range; sound isolating; on-ear controls; voice prompt; adjustable headband; 6V lithium-polymer battery	Life N Soul	BN301-BUR
1154354	HardGood#Audio#Headphones#Life N Soul - Bluetooth Designer Over-the-Ear Headphones - Purple	1154354	Life N Soul - Bluetooth Designer Over-the-Ear Headphones - Purple	HardGood#Audio#Headphones	99.99	851000000000	0	LIFE N SOUL Bluetooth Designer Over-the-Ear Headphones: Bluetooth technology; up to 30' wireless range; sound isolating; omnidirectional microphone; 6V lithium-polymer battery; foldable, adjustable headband	Life N Soul	BN350-BU-WAVE
1154363	HardGood#Audio#Headphones#Life N Soul - Bluetooth Sports Earbud Headphones - Green	1154363	Life N Soul - Bluetooth Sports Earbud Headphones - Green	HardGood#Audio#Headphones	49.99	851000000000	0	LIFE N SOUL Bluetooth Sports Earbud Headphones: Bluetooth 4.0 interface; up to 30' wireless range; noise-blocking ear pieces; sweatproof coating	Life N Soul	B106-G
1154405	HardGood#Audio#Headphones#Life N Soul - Bluetooth Over-the-Ear Headphones - Chrome Black	1154405	Life N Soul - Bluetooth Over-the-Ear Headphones - Chrome Black	HardGood#Audio#Headphones	179.99	851000000000	0	LIFE N SOUL Bluetooth Over-the-Ear Headphones: Bluetooth 4.0 technology; up to 30' wireless range; sound isolating; 2 woofers and 6 drivers; 3 equalizers; 6V lithium-polymer battery; foldable, adjustable headband	Life N Soul	BE501-CO
1154423	HardGood#Audio#Headphones#Life N Soul - Bluetooth Over-the-Ear Headphones - White/Red	1154423	Life N Soul - Bluetooth Over-the-Ear Headphones - White/Red	HardGood#Audio#Headphones	79.99	851000000000	0	LIFE N SOUL Bluetooth Over-the-Ear Headphones: Bluetooth 4.0 interface; up to 30' wireless range; sound isolation; on-ear controls; voice prompt	Life N Soul	BN301-WR
1066075	HardGood#Audio#Home Audio#Grace Digital - Internet Radio - Wi-Fi - Black	1066075	Grace Digital - Internet Radio - Wi-Fi - Black	HardGood#Audio#Home Audio	189.99	893000000000	0	10 Channel(s) - AIFF, WAV, MP3, AAC, Ogg Vorbis, FLAC, WMA, RealAudio, OGG, AIFC, CAF, ... - Ethernet - USB	Grace Digital	GDI-IRDT200
1170195	HardGood#Audio#Home Audio#Definitive Technology - SuperTower 3-1/2" Floorstanding Loudspeaker (Each) - Black	1170195	Definitive Technology - SuperTower 3-1/2" Floorstanding Loudspeaker (Each) - Black	HardGood#Audio#Home Audio	599.99	93207078347	0	150W Class D amplifier; 1" pure aluminum dome tweeter; 8" subwoofer; 5-way binding posts	Definitive Technology	BP-8020ST
1170362	HardGood#Audio#Home Audio#Definitive Technology - 4-1/2" Center-Channel Loudspeaker (Each) - Black	1170362	Definitive Technology - 4-1/2" Center-Channel Loudspeaker (Each) - Black	HardGood#Audio#Home Audio	699.99	93207078361	0	150W amplifier; 1 aluminum dome tweeter; two 4-1/2" bass/midrange drivers; Linear Response Waveguide; 5-way binding posts	Definitive Technology	CS8060
1170399	HardGood#Audio#Home Audio#Definitive Technology - 4-1/2" Center-Channel Loudspeaker (Each) - Black	1170399	Definitive Technology - 4-1/2" Center-Channel Loudspeaker (Each) - Black	HardGood#Audio#Home Audio	499.99	93207078378	0	1 aluminum dome tweeter; two 4-1/2" bass/midrange drivers; Linear Response Waveguide; 5-way binding posts	Definitive Technology	CS-8040
1170404	HardGood#Audio#Home Audio#Definitive Technology - SuperTower 3-1/2" Floorstanding Loudspeaker (Each) - Black	1170404	Definitive Technology - SuperTower 3-1/2" Floorstanding Loudspeaker (Each) - Black	HardGood#Audio#Home Audio	799.99	93207078330	0	300W Class D amplifier; 1" pure aluminum dome tweeter; 8" subwoofer; 5-way binding posts	Definitive Technology	BP-8040ST
1142135	HardGood#Audio#Home Audio#Yamaha - yAired Wireless System for Apple® iPhone® and iPod®	1142135	Yamaha - yAired Wireless System for Apple® iPhone® and iPod®	HardGood#Audio#Home Audio	29.98	27108937182	5.99	Compatible with select Apple iPhone and iPod models and Yamaha RX-V667 receiver; enables a wireless connection between A/V components; audio and video synchronization	Yamaha	YID-W10BL
1019388	Game#Video Games#Nintendo DS#Wipeout: The Game - Nintendo DS	1019388	Wipeout: The Game - Nintendo DS	Game#Video Games#Nintendo DS	14.99	47875761773	3.99	It's your turn to run, jump and climb through wildest obstacle course on Earth	A.C.R.O.N.Y.M. Games	76177
1094314	Game#Video Games#Nintendo DS#DreamWorks 2-in-1 Party Pack with Shrek's Carnival Craze and Madagascar Kartz - Nintendo DS	1094314	DreamWorks 2-in-1 Party Pack with Shrek's Carnival Craze and Madagascar Kartz - Nintendo DS	Game#Video Games#Nintendo DS	19.99	47875764200	3.99	Go wild behind the wheel and enjoy some carnival fun with this Party Pack	Ivolgamus UAB	76420
1094553	Game#Video Games#Nintendo DS#Disney Camp Rock: The Final Jam - Nintendo DS	1094553	Disney Camp Rock: The Final Jam - Nintendo DS	Game#Video Games#Nintendo DS	9.99	713000000000	3.99	Head back to camp and rock to win with Mitchie and Shane	Game Star	10332301
1094562	Game#Video Games#Nintendo DS#Disney Fairies: Tinker Bell and the Great Fairy Rescue - Nintendo DS	1094562	Disney Fairies: Tinker Bell and the Great Fairy Rescue - Nintendo DS	Game#Video Games#Nintendo DS	14.99	713000000000	3.99	Sprinkle some pixie dust and fly off to Fairy Camp with Tink	Disney Interactive Studios	10508200
1119262	Game#Video Games#Nintendo DS#New Carnival Games - Nintendo DS	1119262	New Carnival Games - Nintendo DS	Game#Video Games#Nintendo DS	19.99	710000000000	3.99	The carnival is back in town	Cat Daddy Games	35844
1150143	Game#Video Games#Nintendo DS#The Bachelor: The Videogame - Nintendo DS	1150143	The Bachelor: The Videogame - Nintendo DS	Game#Video Games#Nintendo DS	9.99	884000000000	3.99	Play the game of love	Ludia	1000122270
1023363	Game#Video Games#PlayStation 3#DJ Hero 2 - PlayStation 3	1023363	DJ Hero 2 - PlayStation 3	Game#Video Games#PlayStation 3	29.99	47875962354	3.99	Take it to the turntable and become the greatest mix master to ever fill the dance floors	Activision	96164
1032403	Game#Video Games#PlayStation 3#Need for Speed: Hot Pursuit - PlayStation 3	1032403	Need for Speed: Hot Pursuit - PlayStation 3	Game#Video Games#PlayStation 3	19.99	14633731644	3.99	Switch into gear and feel the need &#8212; the Need for Speed	EA	DUMMY SKU
1121328	Game#Video Games#PlayStation 3#Lucha Libre AAA: Heroes Del Ring - PlayStation 3	1121328	Lucha Libre AAA: Heroes Del Ring - PlayStation 3	Game#Video Games#PlayStation 3	19.99	83717201977	3.99	Give in to the power of the crowd	Konami	20197
1182209	Game#Video Games#PlayStation 3#Battlefield: Bad Company 2 Ultimate Edition - PlayStation 3	1182209	Battlefield: Bad Company 2 Ultimate Edition - PlayStation 3	Game#Video Games#PlayStation 3	14.99	14633195491	3.99	Wreak total havoc on the battlefield	EA	19549
1150152	HardGood#Appliances#Dishwashers#Samsung - 24" Built-In Dishwasher with Stainless Steel Tub - Stainless Steel	1150152	Samsung - 24" Built-In Dishwasher with Stainless Steel Tub - Stainless Steel	HardGood#Appliances#Dishwashers	699.99	887000000000	67.49	Accommodates up to 15 place settings; 4 wash cycles; 48 dBA operation; 2 wash options; hard-food disposer; 6-layer door; noise insulation	Samsung	DW80F600UTS
1152872	HardGood#Appliances#Dishwashers#Samsung - 24" Tall Tub Built-In Dishwasher with Stainless Steel Tub - White	1152872	Samsung - 24" Tall Tub Built-In Dishwasher with Stainless Steel Tub - White	HardGood#Appliances#Dishwashers	649.99	887000000000	67.49	Accommodates up to 15 place settings; 4 wash cycles; 48 dBA operation; 2 wash options; hard-food disposer; 6-layer door; noise insulation	Samsung	DW80F600UTW
1150082	HardGood#Appliances#Dishwashers#Samsung - 24" Tall Tub Built-in Dishwasher with Stainless Steel Tub - Stainless Steel	1150082	Samsung - 24" Tall Tub Built-in Dishwasher with Stainless Steel Tub - Stainless Steel	HardGood#Appliances#Dishwashers	799.99	887000000000	0	Accommodates up to 15 place settings; 6 wash cycles; 46 dBA operation; 4 wash options; hard-food disposer; 6-layer door; noise insulation	Samsung	DW80F800UWS
1154015	HardGood#Appliances#Dishwashers#Samsung - 24" Built-In Dishwasher with Stainless Steel Tub - Black	1154015	Samsung - 24" Built-In Dishwasher with Stainless Steel Tub - Black	HardGood#Appliances#Dishwashers	649.99	887000000000	0	Accommodates up to 15 place settings; 4 wash cycles; 48 dBA operation; 2 wash options; hard-food disposer; 6-layer door; noise insulation	Samsung	DW80F600UTB
1010002	Game#Video Games#Pre-Owned Games#WWE 2K15 - PRE-OWNED - Xbox 360	1010002	WWE 2K15 - PRE-OWNED - Xbox 360	Game#Video Games#Pre-Owned Games	19.99	799000000000	3.99	Step into the ring and fight your way to the gold	2K	PREOWNED
1007009	Game#Video Games#Pre-Owned Games#Fantasy Life - PRE-OWNED - Nintendo 3DS	1007009	Fantasy Life - PRE-OWNED - Nintendo 3DS	Game#Video Games#Pre-Owned Games	9.99	799000000000	3.99	Choose your fate as you journey through a fascinating land on the adventure of a lifetime	Nintendo	PREOWNED
1008008	Game#Video Games#Pre-Owned Games#Power Rangers: Super Megaforce - PRE-OWNED - Nintendo 3DS	1008008	Power Rangers: Super Megaforce - PRE-OWNED - Nintendo 3DS	Game#Video Games#Pre-Owned Games	9.99	799000000000	3.99	Harness the powers of legendary Rangers to save Earth from an alien invasion	Namco	PREOWNED
1009007	Game#Video Games#Pre-Owned Games#Cooking Mama 5: Bon Appétit - PRE-OWNED - Nintendo 3DS	1009007	Cooking Mama 5: Bon Appétit - PRE-OWNED - Nintendo 3DS	Game#Video Games#Pre-Owned Games	9.99	799000000000	3.99	Whip up sweet treats and mouthwatering dishes that show you're a culinary star	Majesco	PREOWNED
1034081	Game#Video Games#Pre-Owned Games#The Legend of Korra: A New Era Begins - PRE-OWNED - Nintendo 3DS	1034081	The Legend of Korra: A New Era Begins - PRE-OWNED - Nintendo 3DS	Game#Video Games#Pre-Owned Games	14.99	799000000000	3.99	It's time for a new era to begin	Activision	PREOWNED
1034072	Game#Video Games#Pre-Owned Games#Assassin's Creed: The Americas Collection - PRE-OWNED - PlayStation 3	1034072	Assassin's Creed: The Americas Collection - PRE-OWNED - PlayStation 3	Game#Video Games#Pre-Owned Games	14.99	799000000000	3.99	Unsheath your blade for thrilling combat in The Americas	Ubisoft	PREOWNED
1034009	Game#Video Games#Pre-Owned Games#WWE 2K15 - PRE-OWNED - PlayStation 3	1034009	WWE 2K15 - PRE-OWNED - PlayStation 3	Game#Video Games#Pre-Owned Games	19.99	799000000000	3.99	Step into the ring and fight your way to the gold	2K	PREOWNED
1034018	Game#Video Games#Pre-Owned Games#Sunset Overdrive - PRE-OWNED - Xbox One	1034018	Sunset Overdrive - PRE-OWNED - Xbox One	Game#Video Games#Pre-Owned Games	19.99	799000000000	3.99	Take down mutants and prove your mettle in a post-apocalyptic setting	Microsoft	PREOWNED
1034027	Game#Video Games#Pre-Owned Games#NBA Live 15 - PRE-OWNED - PlayStation 4	1034027	NBA Live 15 - PRE-OWNED - PlayStation 4	Game#Video Games#Pre-Owned Games	9.99	799000000000	3.99	Get back on the court with NBA Live 15	EA	PREOWNED
1034036	Game#Video Games#Pre-Owned Games#NBA Live 15 - PRE-OWNED - Xbox One	1034036	NBA Live 15 - PRE-OWNED - Xbox One	Game#Video Games#Pre-Owned Games	9.99	799000000000	3.99	Get back on the court with NBA Live 15	EA	PREOWNED
1034045	Game#Video Games#Pre-Owned Games#Assassin's Creed: The Americas Collection - PRE-OWNED - Xbox 360	1034045	Assassin's Creed: The Americas Collection - PRE-OWNED - Xbox 360	Game#Video Games#Pre-Owned Games	14.99	799000000000	3.99	Unsheath your blade for thrilling combat in The Americas	Ubisoft	PREOWNED
1034105	Game#Video Games#Pre-Owned Games#Air Conflicts: Vietnam - PRE-OWNED - PlayStation 4	1034105	Air Conflicts: Vietnam - PRE-OWNED - PlayStation 4	Game#Video Games#Pre-Owned Games	14.99	799000000000	3.99	Take to the skies over one of history's deadliest conflicts	Majesco	PREOWNED
1046109	Game#Video Games#Pre-Owned Games#Big Hero 6: Battle in the Bay - PRE-OWNED - Nintendo 3DS	1046109	Big Hero 6: Battle in the Bay - PRE-OWNED - Nintendo 3DS	Game#Video Games#Pre-Owned Games	9.99	799000000000	3.99	Use your unique superhero abilities to fight enemies	GameMill	PREOWNED
1048029	Game#Video Games#Pre-Owned Games#Big Hero 6: Battle in the Bay - PRE-OWNED - Nintendo DS	1048029	Big Hero 6: Battle in the Bay - PRE-OWNED - Nintendo DS	Game#Video Games#Pre-Owned Games	9.99	799000000000	3.99	Use your unique superhero abilities to fight enemies	GameMill	PREOWNED
1053196	Game#Video Games#Pre-Owned Games#Hot Wheels: Beat That - PRE-OWNED - Nintendo DS	1053196	Hot Wheels: Beat That - PRE-OWNED - Nintendo DS	Game#Video Games#Pre-Owned Games	9.99	799000000000	3.99	Show off your racing skills	Activision	
1053239	Game#Video Games#Pre-Owned Games#Ener-G Horse Riders - PRE-OWNED - Nintendo DS	1053239	Ener-G Horse Riders - PRE-OWNED - Nintendo DS	Game#Video Games#Pre-Owned Games	4.99	799000000000	3.99	Explore the world with your loyal horse	Ubisoft	
1053381	Game#Video Games#Pre-Owned Games#NBA 2K10 - PRE-OWNED - PlayStation 3	1053381	NBA 2K10 - PRE-OWNED - PlayStation 3	Game#Video Games#Pre-Owned Games	4.99	799000000000	3.99	Live out the pro basketball experience with stunning realism	2K	
1053414	Game#Video Games#Pre-Owned Games#Pokémon Platinum Version - PRE-OWNED - Nintendo DS	1053414	Pokémon Platinum Version - PRE-OWNED - Nintendo DS	Game#Video Games#Pre-Owned Games	19.99	799000000000	3.99	Put a stop to Team Galactic's villainous plot	Nintendo	4549674017
1053432	Game#Video Games#Pre-Owned Games#Petz Hamsterz 2 - PRE-OWNED - Nintendo DS	1053432	Petz Hamsterz 2 - PRE-OWNED - Nintendo DS	Game#Video Games#Pre-Owned Games	9.99	799000000000	3.99	These critters are so darned cute	Ubisoft	
1066001	Game#Video Games#Pre-Owned Games#Freedom Wars - PRE-OWNED - PS Vita	1066001	Freedom Wars - PRE-OWNED - PS Vita	Game#Video Games#Pre-Owned Games	4.99	799000000000	3.99	Complete dangerous missions in a dystopian world to earn your freedom	Sony	PREOWNED
1067046	Game#Video Games#Pre-Owned Games#Teenage Mutant Ninja Turtles: Danger of the Ooze - PRE-OWNED - PlayStation 3	1067046	Teenage Mutant Ninja Turtles: Danger of the Ooze - PRE-OWNED - PlayStation 3	Game#Video Games#Pre-Owned Games	9.99	799000000000	3.99	Test your ninja skills against Shredder's army of nefarious mutants	Activision	PREOWNED
1068018	Game#Video Games#Pre-Owned Games#Teenage Mutant Ninja Turtles: Danger of the Ooze - PRE-OWNED - Xbox 360	1068018	Teenage Mutant Ninja Turtles: Danger of the Ooze - PRE-OWNED - Xbox 360	Game#Video Games#Pre-Owned Games	9.99	799000000000	3.99	Test your ninja skills against Shredder's army of nefarious mutants	Activision	PREOWNED
1091195	Game#Video Games#Pre-Owned Games#Puzzle Chronicles - PRE-OWNED - Nintendo DS	1091195	Puzzle Chronicles - PRE-OWNED - Nintendo DS	Game#Video Games#Pre-Owned Games	4.99	799000000000	3.99	Explore the mysteries of dark dungeons and battle fearsome creatures	Konami	
1075002	Game#Video Games#Pre-Owned Games#Air Conflicts: Vietnam - PRE-OWNED - Xbox 360	1075002	Air Conflicts: Vietnam - PRE-OWNED - Xbox 360	Game#Video Games#Pre-Owned Games	9.99	799000000000	3.99	Take to the skies over one of history's deadliest conflicts	Kalypso	PREOWNED
